date,open,high,low,close,volume,dividends,stock_splits,price_range,price_change,price_change_pct,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,volatility_5d,volatility_10d,volatility_20d,volatility_50d,rsi_14,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_width,volume_sma_20,volume_ratio,return_1d,return_5d,return_10d,return_20d,return_60d,return_120d,return_252d,close_lag_1,volume_lag_1,close_lag_2,volume_lag_2,close_lag_3,volume_lag_3,close_lag_5,volume_lag_5,close_lag_10,volume_lag_10,target_return_1d,target_direction,year,month,day,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,fiscal_year,fiscal_quarter,price_range_mean,volatility_20d_mean,rsi_14_mean,revenue_mac,revenue_services,revenue_wearables_other,revenue_ipad,revenue_iphone,revenue_total,share_mac,share_services,share_wearables_other,share_ipad,share_iphone
1980-12-29,0.1232007145881652,0.1236284711285916,0.1232007145881652,0.1232007145881652,93161600,0.0,0.0,0.0004277565404263,0.0,0.0140832770506358,0.1125918164849281,0.1139297974741237,0.1018973618745803,0.1073267519333208,,0.1027929530399054,,0.0999980574654739,,0.0991489280259782,,0.0987556329072636,0.009581732856524,0.0132293877783917,,,,0.0041896998434301,0.0010047405323556,0.0031849593110745,,,,,,,0.0140832770506358,0.2743345099959811,0.2521735074188902,,,,,0.1214897409081459,55574400.0,0.1112228259444236,48003200.0,0.1056620627641677,46950400.0,0.0966784730553627,48630400.0,0.0983894914388656,469033600.0,-0.0243042335017767,0,1980,12,29,0,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1980-12-30,0.120634160678158,0.120634160678158,0.1202064156532287,0.1202064156532287,68880000,0.0,0.0,0.0004277450249292,-0.0004277450249292,-0.0243042335017767,0.1163563519716262,0.1160220035338254,0.1045923605561256,0.109668508973304,,0.1044513780506981,,0.1007905421002878,,0.0995659079789931,,0.0989690735316015,0.0075620910315431,0.0139963322834835,,,,0.005021674356807,0.0018081272972459,0.003213547059561,,,,,,,-0.0243042335017767,0.1856577569934805,0.2889879781085473,,,,,0.1232007145881652,93161600.0,0.1214897409081459,55574400.0,0.1112228259444236,48003200.0,0.101383738219738,37363200.0,0.0932564288377761,175884800.0,-0.0284676324880537,0,1980,12,30,1,4,0,0,0,0,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1980-12-31,0.1172121801719471,0.1172121801719471,0.1167844235897064,0.1167844235897064,35750400,0.0,0.0,0.0004277565822407,-0.0004277565822407,-0.0284676324880537,0.118580824136734,0.1162761435524524,0.1076296389102935,0.1109623116308317,,0.105625953816318,,0.1014177531390885,,0.0999068686841557,,0.0991463406963588,0.0047385368171021,0.0128622317975337,,,,0.0053432997584388,0.0025151617894845,0.0028281379689543,,,,,,,-0.0284676324880537,0.1052635215949093,0.3514894929062611,,,,,0.1202064156532287,68880000.0,0.1232007145881652,93161600.0,0.1214897409081459,55574400.0,0.1056620627641677,46950400.0,0.086411640048027,105728000.0,0.0109885840350019,1,1980,12,31,2,4,0,1,0,1,1981,Q1,0.00042781367905280767,,,,,,,,,,,,,
1981-01-02,0.1180677190423011,0.1189232324758167,0.1180677190423011,0.1180677190423011,21660800,0.0,0.0,0.0008555134335155,0.0,0.0109885840350019,0.1199498027563095,0.116873335382402,0.110581374913454,0.1122542038874625,,0.1068108838378402,,0.1020706929784302,,0.1002664894833269,,0.0993346131177115,0.0025771860528368,0.0112878509043666,,,67.42468834474872,0.0056367643142441,0.0031394822944364,0.0024972820198076,,,,,,,0.0109885840350019,0.0615421613302451,0.3333398120728028,,,,,0.1167844235897064,35750400.0,0.1202064156532287,68880000.0,0.1232007145881652,93161600.0,0.1112228259444236,48003200.0,0.0885503590106964,86441600.0,-0.0217379794672495,0,1981,1,2,4,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-05,0.1159289105497281,0.1159289105497281,0.1155011653900146,0.1155011653900146,35728000,0.0,0.0,0.0004277451597134,-0.0004277451597134,-0.0217379794672495,0.1187520876526832,0.1164159453849395,0.1130197279155254,0.1128445605242902,,0.107638529699952,,0.1025973781710414,,0.1005681662339544,,0.0994954743343513,0.0030337233460628,0.0090225133848391,,,64.493295961624,0.0055977107339747,0.003631127982344,0.0019665827516306,,,,,,,-0.0217379794672495,-0.0492928495308835,0.2676049474054838,,,,,0.1180677190423011,21660800.0,0.1167844235897064,35750400.0,0.1202064156532287,68880000.0,0.1214897409081459,55574400.0,0.0911176353693008,73449600.0,-0.0444477156427844,0,1981,1,5,0,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-06,0.1107951592439004,0.1107951592439004,0.110367402434349,0.110367402434349,45158400,0.0,0.0,0.0004277568095513,-0.0004277568095513,-0.0444477156427844,0.11618542522192,0.1143997644014094,0.114388620853424,0.1123941681443009,,0.1078984223413232,,0.1029020850048966,,0.1007622105151503,,0.099603652723406,0.003687404025659,0.0071017311763902,,,64.49253083722624,0.0050937906762294,0.0039236605211211,0.0011701301551082,,,,,,,-0.0444477156427844,-0.1041658905690227,0.1415923208794105,,,,,0.1155011653900146,35728000.0,0.1180677190423011,21660800.0,0.1167844235897064,35750400.0,0.1232007145881652,93161600.0,0.0966784730553627,48630400.0,-0.0426334186217728,0,1981,1,6,1,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-07,0.1060898193752121,0.1060898193752121,0.1056620627641677,0.1056620627641677,55686400,0.0,0.0,0.0004277566110443,-0.0004277566110443,-0.0426334186217728,0.1132765546441078,0.1114871971889955,0.114816453307867,0.1111701489842766,,0.1076854357149274,,0.1030103194268288,,0.1008592372923586,,0.0996639354103788,0.005163645683285,0.0063167036849741,,,66.91770254049578,0.0042655778860585,0.0039920439941086,0.0002735338919499,,,,,,,-0.0426334186217728,-0.1209948138793065,0.0421993173614982,,,,,0.110367402434349,45158400.0,0.1155011653900146,35728000.0,0.1180677190423011,21660800.0,0.1202064156532287,68880000.0,0.101383738219738,37363200.0,-0.0202414770223249,0,1981,1,7,2,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-08,0.1039510517531537,0.1039510517531537,0.1035233065485954,0.1035233065485954,39827200,0.0,0.0,0.0004277452045582,-0.0004277452045582,-0.0202414770223249,0.1106243312358856,0.1088325669755288,0.1146025776863098,0.1097798139959709,,0.107289042460991,,0.1030304365688589,,0.1009119911390167,,0.0997023371132466,0.0062109219486229,0.0066864837020398,,,63.158552956294805,0.003397469615753,0.0038731291184375,-0.0004756595026844,,,,,,,-0.0202414770223249,-0.1135521042403796,-0.0202414770223249,,,,,0.1056620627641677,55686400.0,0.110367402434349,45158400.0,0.1155011653900146,35728000.0,0.1167844235897064,35750400.0,0.1056620627641677,46950400.0,0.0537152286457036,1,1981,1,8,3,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-09,0.1090840846300125,0.1095118412089938,0.1090840846300125,0.1090840846300125,21504000,0.0,0.0,0.0004277565789813,0.0,0.0537152286457036,0.1088276043534278,0.10891640619369,0.1143887035548687,0.1096533177476149,,0.1074599988580407,,0.1032678345320413,,0.1010738147725018,,0.0997956878348065,0.0046132799049867,0.0068390642717116,,,65.00007713350017,0.0031222050387805,0.0037229443025061,-0.0006007392637255,,,,,,,0.0537152286457036,-0.076088828387292,-0.0192293380090868,,,,,0.1035233065485954,39827200.0,0.1056620627641677,55686400.0,0.110367402434349,45158400.0,0.1180677190423011,21660800.0,0.1112228259444236,48003200.0,-0.0078426923592335,0,1981,1,9,4,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-12,0.1090840733595572,0.1090840733595572,0.1082285717129707,0.1082285717129707,23699200,0.0,0.0,0.0008555016465865,-0.0008555016465865,-0.0078426923592335,0.1073730856180191,0.1086871280334503,0.1130625866353511,0.1093942730140432,0.1062394130975008,0.1075331962727959,,0.103462373245019,,0.1012154931277586,,0.0998795971271265,0.002755617234125,0.0065903282078786,0.0112251332736149,,60.46535773972879,0.0028027151798069,0.0035388984779662,-0.0007361832981593,0.1062394130975008,0.1286896796447307,0.0837891465502708,0.422635364648077,79405760.0,0.2984569381364778,-0.0078426923592335,-0.062965543702407,-0.1091546421619374,,,,,0.1090840846300125,21504000.0,0.1035233065485954,39827200.0,0.1056620627641677,55686400.0,0.1155011653900146,35728000.0,0.1214897409081459,55574400.0,-0.035570641254732,0,1981,1,12,0,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-13,0.1048065686574967,0.1048065686574967,0.1043788120150566,0.1043788120150566,23049600,0.0,0.0,0.0004277566424401,-0.0004277566424401,-0.035570641254732,0.1061753675341606,0.1072510226939857,0.1111803963780403,0.1084823710142274,0.1065388791263103,0.1072327787244398,,0.1034983120203146,,0.1012781331057249,,0.0999243654344691,0.0024083606216086,0.0060377675658155,0.0110836904634242,,52.75652287205227,0.0022133595003808,0.0032737906824492,-0.0010604311820683,0.1065388791263103,0.1287062600531587,0.0843714981994619,0.4161369278264551,57106560.0,0.4036243822075782,-0.035570641254732,-0.054260499814288,-0.1527742970974351,0.0608735799789392,,,,0.1082285717129707,23699200.0,0.1090840846300125,21504000.0,0.1035233065485954,39827200.0,0.110367402434349,45158400.0,0.1232007145881652,93161600.0,0.0040977232071381,1,1981,1,13,1,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-14,0.1048065274953842,0.1052342839698257,0.1048065274953842,0.1048065274953842,14291200,0.0,0.0,0.0004277564744414,0.0,0.0040977232071381,0.1060042604804039,0.1064361909611185,0.1096404075622558,0.1078140358289832,0.1071163840591907,0.1070017071788154,,0.1035496145879644,,0.1013480023015598,,0.0999729441614434,0.0024831762261514,0.0054112358380927,0.0106475176475596,,49.15253962092038,0.0017605098810232,0.002971134522164,-0.0012106246411408,0.1071163840591907,0.12841141935431,0.0858213487640714,0.3976055667329466,49026880.0,0.2914972358020743,0.0040977232071381,-0.0080969010674444,-0.1281120319090963,0.1238531091266637,,,,0.1043788120150566,23049600.0,0.1082285717129707,23699200.0,0.1090840846300125,21504000.0,0.1056620627641677,55686400.0,0.1202064156532287,68880000.0,0.0204070635635698,1,1981,1,14,2,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-15,0.1069453209638595,0.1078008226698999,0.1069453209638595,0.1069453209638595,14067200,0.0,0.0,0.0008555017060403,0.0,0.0204070635635698,0.1066886633634567,0.1066059009620322,0.1086564972996711,0.107656087671688,0.1081430681049823,0.1069963370631053,,0.1036827795438818,,0.1014588402948726,,0.1000423210450495,0.0020647689078082,0.0048313673286983,0.009470964616197,,45.45472826476781,0.0015562663832165,0.0026881608943745,-0.0011318945111579,0.1081430681049823,0.1270849973373765,0.0892011388725882,0.3503124067833151,44443840.0,0.3165163046217428,0.0204070635635698,0.0330554976396333,-0.0842501279144396,0.2376263302538874,,,,0.1048065274953842,14291200.0,0.1043788120150566,23049600.0,0.1082285717129707,23699200.0,0.1035233065485954,39827200.0,0.1167844235897064,35750400.0,-0.007999396403417,0,1981,1,15,3,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-16,0.1065175795734288,0.1065175795734288,0.1060898229479789,0.1060898229479789,13395200,0.0,0.0,0.0004277566254498,-0.0004277566254498,-0.007999396403417,0.10608981102705,0.1064338749573478,0.1074587076902389,0.1073713122673772,0.1090200413018465,0.1069100023854743,,0.103777173402866,,0.1015505429216668,,0.1001024951933374,0.0015716654196622,0.0035551014274852,0.0083010594464136,,29.54479508792126,0.0013102664633466,0.0024125820081689,-0.0011023155448223,0.1090200413018465,0.1256221601946737,0.0924179224090192,0.3045700349142331,40791520.0,0.3283819774306032,-0.007999396403417,-0.0274491159016401,-0.1014493732197093,0.1980733238491319,,,,0.1069453209638595,14067200.0,0.1048065274953842,14291200.0,0.1043788120150566,23049600.0,0.1090840846300125,21504000.0,0.1180677190423011,21660800.0,0.0604800080903791,1,1981,1,16,4,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-19,0.1125061362981796,0.112933892960359,0.1125061362981796,0.1125061362981796,41574400,0.0,0.0,0.0004277566621794,0.0,0.0604800080903791,0.1069453239440918,0.1084579620709584,0.1071592047810554,0.108304916636614,0.1100894663482904,0.1074429675200176,,0.1041194856732705,,0.1017674853647661,,0.1002259145078134,0.0032716948865465,0.0028605963871358,0.0071746171446563,,37.37309334327017,0.0016144423322582,0.0022529540729868,-0.0006385117407285,0.1100894663482904,0.1244387006376032,0.0957402320589776,0.2606831473579142,39197760.0,1.0606320361163497,0.0604800080903791,0.0395234319136472,-0.0259307261681875,0.2347350306248723,,,,0.1060898229479789,13395200.0,0.1069453209638595,14067200.0,0.1048065274953842,14291200.0,0.1082285717129707,23699200.0,0.1155011653900146,35728000.0,-0.0304165779820001,0,1981,1,19,0,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-20,0.1095118412089938,0.1095118412089938,0.1090840846300125,0.1090840846300125,30083200,0.0,0.0,0.0004277565789813,-0.0004277565789813,-0.0304165779820001,0.1078863784670829,0.1086666695906431,0.1070308730006217,0.1084465835445046,0.1107097469270229,0.1075992643876362,,0.1043141758284368,,0.1019123685185333,,0.1003140555040542,0.0030155988392095,0.0027263130374286,0.0064542461896066,,36.99936983066943,0.0015613743775944,0.0021146381339083,-0.0005532637563138,0.1107097469270229,0.1236182393062362,0.0978012545478096,0.2331952287402892,38270400.0,0.7860696517412935,-0.0304165779820001,0.0450788098093812,-0.011627688756197,0.1283182406857601,,,,0.1125061362981796,41574400.0,0.1060898229479789,13395200.0,0.1069453209638595,14067200.0,0.1043788120150566,23049600.0,0.110367402434349,45158400.0,0.0196063552411451,1,1981,1,20,1,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-21,0.1112228259444236,0.1120783274474348,0.1112228259444236,0.1112228259444236,15904000,0.0,0.0,0.0008555015030111,0.0,0.0196063552411451,0.1091696381568908,0.10951872170857,0.1075869493186473,0.1089513548899445,0.1112017013132572,0.1079443654882826,,0.1045851032839657,,0.1020967340121153,,0.1004226004835604,0.0027289177360227,0.0029721235264335,0.0060694966970392,,43.29812882884226,0.0016726153227813,0.0020262335716829,-0.0003536182489016,0.1112017013132572,0.1233406947073356,0.0990627079191787,0.2183238790543804,37197440.0,0.427556304950018,0.0196063552411451,0.061220408712826,0.0526278120527252,0.0970479871570777,,,,0.1090840846300125,30083200.0,0.1125061362981796,41574400.0,0.1060898229479789,13395200.0,0.1048065274953842,14291200.0,0.1056620627641677,55686400.0,0.0115381922987392,1,1981,1,21,2,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-22,0.1125061362981796,0.1133616496225384,0.1125061362981796,0.1125061362981796,35548800,0.0,0.0,0.0008555133243588,0.0,0.0115381922987392,0.1102818012237548,0.1105145265717732,0.1084852322936058,0.1095976787823508,0.1115439049899578,0.1083788198511299,,0.1048957320296212,,0.1023028607900572,,0.1005428346707705,0.0027289222907149,0.0029649386213137,0.0059321111055376,,43.29814919194028,0.0018430811020987,0.0019896030777661,-0.0001465219756673,0.1115439049899578,0.123408127201033,0.0996796827788825,0.2127273957665977,36627360.0,0.9705531602605264,0.0115381922987392,0.051996808127765,0.0867710861357342,0.0647732341671907,,,,0.1112228259444236,15904000.0,0.1090840846300125,30083200.0,0.1125061362981796,41574400.0,0.1069453209638595,14067200.0,0.1035233065485954,39827200.0,-0.0038022378071772,0,1981,1,22,3,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-23,0.1125061178050745,0.1129338743969417,0.1120783612132072,0.1120783612132072,11222400,0.0,0.0,0.0008555131837345,-0.0004277565918672,-0.0038022378071772,0.1114795088768005,0.1110358047855845,0.1087846599519252,0.1100487119515974,0.1115866817533969,0.1087311571237087,,0.1051774037623108,,0.1024964350558621,,0.1006576160294017,0.0014379234415771,0.003175831148251,0.0059327585483691,,45.65127463570274,0.0019215086306591,0.0019759841883447,-5.4475557685600834e-05,0.1115866817533969,0.1234521988501353,0.0997211646566586,0.212669055308244,34788320.0,0.3225910305527832,-0.0038022378071772,0.056447810909862,0.0274492525041634,0.0076920835405771,,,,0.1125061362981796,35548800.0,0.1112228259444236,15904000.0,0.1090840846300125,30083200.0,0.1060898229479789,13395200.0,0.1090840846300125,21504000.0,-0.0152657369392065,0,1981,1,23,4,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-26,0.1107951592439004,0.1107951592439004,0.110367402434349,0.110367402434349,24640000,0.0,0.0,0.0004277568095513,-0.0004277568095513,-0.0152657369392065,0.1110517621040344,0.1108130040018394,0.1089985430240631,0.1101066556757341,0.1110305648297071,0.1088869900104364,,0.1053809331219986,,0.1026522957960302,,0.1007542308195007,0.0013728142321799,0.0032060968185718,0.0054579039578578,,50.0,0.0018245704255976,0.0019457014357952,-0.0001211310101976,0.1110305648297071,0.1219463727454229,0.1001147569139914,0.1966270807044501,33241600.0,0.7412398921832885,-0.0152657369392065,-0.019009930784239,0.019762163424374,-0.0915496106144966,,,,0.1120783612132072,11222400.0,0.1125061362981796,35548800.0,0.1112228259444236,15904000.0,0.1125061362981796,41574400.0,0.1082285717129707,23699200.0,-0.0077515674805455,0,1981,1,26,0,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-27,0.1103673841208815,0.1103673841208815,0.1095118820667266,0.1095118820667266,23699200,0.0,0.0,0.0008555020541548,-0.0008555020541548,-0.0077515674805455,0.1111373215913772,0.1103792966901351,0.1095118500292301,0.1099985150195509,0.1103461232036352,0.1089465035396069,,0.1055429311198311,,0.1027881291875291,,0.1008413716279309,0.0012248825885015,0.0027648241425313,0.0046499023309045,,56.000064098038415,0.0016595822250628,0.0018884775936488,-0.0002288953685859,0.1103461232036352,0.1196459278654444,0.101046318541826,0.1685569803779534,29768480.0,0.796117235411415,-0.0077515674805455,0.0039217218365552,0.049177318198732,-0.1111100091196513,,,,0.110367402434349,24640000.0,0.1120783612132072,11222400.0,0.1125061362981796,35548800.0,0.1090840846300125,30083200.0,0.1043788120150566,23049600.0,-0.0312482906344593,0,1981,1,27,1,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
1981-01-28,0.1065175795734288,0.1065175795734288,0.1060898229479789,0.1060898229479789,28156800,0.0,0.0,0.0004277566254498,-0.0004277566254498,-0.0312482906344593,0.1101107209920883,0.1089494721094164,0.1096401795744896,0.1092878437338105,0.1096402935683727,0.1086744387213566,,0.1055643778581898,,0.1028535092619935,,0.1008935950241503,0.0025593816162733,0.0025430471076938,0.0041150369778128,,53.84614525743466,0.0012384205744295,0.0017584661898049,-0.0005200456153753,0.1096402935683727,0.1178703675239984,0.1014102196127469,0.1501286377073297,27732320.0,1.0153063285004644,-0.0312482906344593,-0.0461506255830038,0.0122444229692781,-0.1174362668459668,,,,0.1095118820667266,23699200.0,0.110367402434349,24640000.0,0.1120783612132072,11222400.0,0.1112228259444236,15904000.0,0.1048065274953842,14291200.0,-0.0362880189000244,0,1981,1,28,2,1,0,0,0,0,1981,Q2,0.0005933728766715146,0.00631860316349529,43.70058067433932,,,,,,,,,,,
